,Rating,Title,Date,Helpful_Vote,Total_Vote,Review,Movie
749,10.0,Coolest Comic Book Movie Ever,8 December 2018,20,63,"Just saw an advanced screening of this film and the single best word to describe it is - cool. The animation and direction are highly stylized and, as a result, viewers will probably love it or hate it. You can place me solidly in the first camp.

Besides the general style of the film, the dialogue and voice acting are notable. The voice acting is some of the finest I've seen on film. There's not a single weak link in the cast. And the dialogue, as expected from a Phil Lord script, is clever and full of humor. However, it was many of the dramatic scenes that were so wonderfully surprising to me.

Great film for the entire family. However, will probably be appreciated more by older viewers.",Spider-Man: Into the Spider-Verse
750,10.0,"If a movie can me make feel like a kid again, this it deserves a 10/10 rating!",16 December 2018,10,18,"Being a fan of Spider-Man since I was young has finally payed off after seeing the best animated movie of 2018. From the loveable characters to the exhilarating action scenes, this one of kind film delivers it all. While watching this movie, I wanted to jump out my seat and pretend to swing around like Spider-Man as well as fighting off make-believe foes. That's how much fun this movie is and how great it makes me feel. Everybody from all ages can enjoy this experience and learn something incredible from it as well.",Spider-Man: Into the Spider-Verse
751,10.0,Best Spider-Man Movie Ever!!!,15 May 2020,3,4,"Spider-Man: Into the Spider-Verse has to be the greatest marvel movie I have ever seen in my life! Better than Raimi's Spider-Man Trilogy, Better than The Amazing Spider-Man Duology, and even better than Spider-Man: Homecoming. The characters in this movie were funny as well. I especially like the end how Miles and Peter finally find out who they need to be. The music was great, The actors were perfect, and the movie was amazing. Better than Endgame, Better than Joker, my favorite comic book movie ever",Spider-Man: Into the Spider-Verse
752,6.0,The Cage factor,22 March 2019,3,8,"Sorry, but this can't be any higher than 6 stars based simply on the involvement of Nick Cage",Spider-Man: Into the Spider-Verse
753,1.0,Waste of time,19 December 2018,51,217,"There is only one person that can be Spider-Man, and that is Peter Parker. This movie is a waste of time because there's only supposed to be 1 Spider-Man(Not 2,3,4,5,6). This is Not Big Spider 6.",Spider-Man: Into the Spider-Verse
754,10.0,On point...it was like fillet mignon.,20 December 2018,13,26,"Story and animation were really good. It was funny without forcing it, and there were some sad moments (heard some sniffles). It's up in there in my fave animated comic book movies, along with Under the Red Hood.",Spider-Man: Into the Spider-Verse
755,10.0,One of the all-time greatest animated films of all time,24 December 2018,14,28,"I have rarely been so completely blown away by every facet of a single film as I was by this movie. The soundtrack is stellar, the voice acting literally could not have been better, and the animation! The ANIMATION!!!! The art style was so unique and gorgeous, I kept whispering ""wow!!"" like every ten seconds. And to cap it all off, the story, the lovely, perfect story. You think you've seen Spider-man, you think you know what to expect. This was so much more than just an origin story. This was a whole world. This was a boy reaching for everything he could be. And it was a look into what makes Spider-Man one of the most beloved Marvel characters. It isn't just that he punches bad guys and saves the day. It's that he loves the people he saves, and craves connection to the people in his life and his city. This movie had so much heart. I cannot recommend this movie enough. Please go see this movie!!",Spider-Man: Into the Spider-Verse
756,10.0,Amazing!,1 January 2019,4,7,"Perfect movie for Spider Man fans, better than the rest. Perfect animation. Amazing story. Jaw dropping fight scenes. Lots of easter eggs.",Spider-Man: Into the Spider-Verse
757,8.0,Arguably one of the best animation movies ever made.,29 January 2019,2,4,"One could say that it is easier to make less faults in an animated movie, but I disagree. For some reason not many animated movies have catched my interests as much as Spider-Man: Into the Spider-Verse did.

They definitely took some big risks with the type of humour used in this movie, but knowing how well the Deadpool movies played out, this was a risk worth taking.

The movie also gave some kind of sin city feeling which I really liked.

If they managed to give us more screentime and backstory on the rather interesting villains in the movie, it might have been a 10/10. However, this was something I missed in movie with a shorter duration than most movies in its genre.

I think this is a well deserved 9/10 and probably the only movie that achieve just that over the last 2 years.",Spider-Man: Into the Spider-Verse
758,1.0,bad,24 March 2020,16,43,"It is animated, who cares?? i cant believe it has the same rating that many REAL movies",Spider-Man: Into the Spider-Verse
759,10.0,"Its the best Spiderman movie, its the best Marvel movie and its a fantastic movie alone.",31 December 2018,3,5,"Despite not caring about Marvel movies for the last 4 years, since CA: WS with the only exception being SM: Homecoming in that time, I was excited for this movie if only for its amazing animation style in the trailers and for a strong interest in Spider-Man as a character generally. Yet I didn't expect to be overwhelmed with just how enjoyable, actually funny and heartwarming the film was in the end surpassing what I wanted from the trailers being a good action spectacle film and thatd be it but instead getting a *Fantastic* action spectacle film with great heart and actual character to it which just happened to have phenomenal animation on top of it .

Every single character was wonderful, Miles alone was a fantastic lead character with a great arc throughout his story, with all their chemistry being extremely snappy and well written with each of them bouncing off the other naturally and with great humor, a self aware tone not often captured by the other movies at least not to as effective a degree, between them making every scene a delight just to watch along with the stellar direction of each of them. Which is the same throughout the movie especially with flawless fight scenes with perfect choreography and cinematography with not a single fight less then spectacular all the while the art style making each fight feel unique and distinct from one another.

The ST was extremely different and actually memorable for a Marvel movie actually complementing the film well with many tracks fitting extremely well to make each scene impact feel much more weighty.

Importantly though this film captured everything that I wanted from Spider-Man as a character and concept with flawless execution from the music to the visuals to the characters overall just being a fantastic film being the best Marvel film I've ever seen and just a fantastic and fun film all around.",Spider-Man: Into the Spider-Verse
760,8.0,Animation as an art form.,19 October 2020,1,3,Who would think an animated Spiderman could outshine it's bigger budgeted counterparts.,Spider-Man: Into the Spider-Verse
761,9.0,The best film of 2018 I've seen!,15 December 2018,2,7,"I didn't think we needed ANOTHER Spider-Man reboot but this one embraced the character and took it into whole other dimensions...literally. This film breaks barriers not only with people of color but does it in a culturally grounded way, with style for dayz, innovative combinations of genres, simultaneously paying homage to the mythology as well as reinventing it with funny and fresh takes. But most of all this film stands out with it's surprising heart of Miles Morales' Spider-Man interwoven with imperfect father figures, trying their best to guide a young man struggling to finding his place in the world.",Spider-Man: Into the Spider-Verse
762,9.0,What a movie!,21 February 2019,1,4,Spider-man Into the Spider-verse is the best spiderman movie till date. The making of the film is just excellent. What a try! Looking forward for more spiderverse sequels. One of the best animated movies ever and undoubtedly the best of the year. Wes Anderson's Isle of Dogs falls out second to this masterpiece.,Spider-Man: Into the Spider-Verse
763,7.0,Great movie.,2 February 2019,1,8,This is a really good movie. See this movie it is awesome. It has a great story line. Is not has good has Spider man homing. But is better then The Avengers infinity war. This movie has great acting.,Spider-Man: Into the Spider-Verse
764,10.0,Awesome Sauce!!!!,15 December 2018,11,20,"This movie love all of the spider man movies, so I was expecting it to be good. However, this one took the cake. It should receive every award. Fresh vibe. Outstanding work of art.Amazing animation. Attention to every detail. Even the soles of Myle's shoes were perfectly done. (my sons feeling were hurt when I told it was not real) Great entertaining story line. Great ending. I will be seeing this movie again.",Spider-Man: Into the Spider-Verse
765,10.0,Best Movie,16 December 2018,10,18,"Best movie spiderman ever. I love the animated, like watching comic.",Spider-Man: Into the Spider-Verse
766,10.0,From MarvelStudio Company Message,15 December 2018,17,34,We forgotten we did not include you to our crew credits but you still participated and don't worry your still a crew from this Studio its to late to edit a movie because we already uploaded the movie Our Apologies,Spider-Man: Into the Spider-Verse
767,7.0,First time ever for this kind of visuals,28 March 2019,1,2,"Visually stunning, the story is not too much, somehow they made it work, I don't know how but they did. It's a really good movie if you want to pass time with friends and family. One of the best animated movies I'ever seen in a while",Spider-Man: Into the Spider-Verse
768,9.0,I cried three times and I don't even like Spider-Man,17 December 2018,11,20,"My friend asked me if I wanted to see this movie and I told myself 'why the heck not'. Then, I watched the trailer and the movie looked very disappointing to me. BUT when the actual movie started, I was shook at how good this is. Like. The characters are amazing, and me - who haven't watched a Spider-Man movie since I was a fetus.

Miles is an amazing character and I stan him and the others so much. I honestly cried three times because of this, both in those happy and sad moments. I usually cry when watching movies I like, but oh boy you bet'cha I didn't except to cry during this. But, I was proven wrong. Never judge a book by it's trailer, is all I'm saying. An amazing movie with an amazing and unique animation, this slays my existence.",Spider-Man: Into the Spider-Verse
769,10.0,This is a Masterpiece! Just like Spider-Man 2,1 April 2019,1,2,"Wow! I Really Amazed by this movie Spider-Man and Miles Morales together is so cool! While I Still think that Spider-Man 2 from 2004 was still a Good Spider-Man movie After watching this movie Into to the Spider-Verse is Just Beautiful and Amazing Outstanding Animation looks of it!

I Think the Story is Very good. Miles Morales becomes the new Spider-Man besides the main guy Peter Parker of course. and We see Gwen Stacy and Spider-Ham guy looked funny. also Surprise Surprise Stan Lee! Makes an Appearance when talking to Miles. Sadly now that He Passed away now in a Better place...

Miles' Dad is a Police Officer doing his thing. and His mom is nice too. Overall I Highly Recommend this movie! if your a Big fan of Spider-Man. Great movie!",Spider-Man: Into the Spider-Verse
770,1.0,wtf it was baddd,25 July 2020,24,58,Not good i don't understand why the reviews where so good,Spider-Man: Into the Spider-Verse
771,10.0,This animation is more real than the non animated spiderman,17 October 2020,1,2,"The soundtrack and the scene are very substance and fit well together. The combinaton of 2d cartoon and multiple d cartoon is very cool and i think it is very original. Every scenes have substance and very valuable, very worth it. I rewatch it and it is still amazing.",Spider-Man: Into the Spider-Verse
772,10.0,Absolute Perfection,2 December 2020,1,1,How this movie was not nominated for best picture still blows my mind,Spider-Man: Into the Spider-Verse
773,10.0,This is any awesome way to bring one of his creations to the big screen,5 January 2019,2,4,Spider-Man into the spider verse is a beautiful movie that deserves the praise that is get and more it has a spectacular soundtrack mind blowing visual and awesome Concepts it a movie that I would highly recommend for any moviegoer to see,Spider-Man: Into the Spider-Verse
774,9.0,An awesome Spidey movie after a long time,6 January 2019,1,2,"I guess Sony nailed it with this Animation movie, they were struggling to capitalize on Spiderman for a long time. Finally they have delivered with stunning visuals and background score.

This movie is fast, sticks to the story and avoiding too many emotional scenes.

Every Spiderman is a treat to watch and plays some good roles.

Worth watching it ! Hope Sony has better plans for second movie and won't spoil or try to just benefit from firsts success.",Spider-Man: Into the Spider-Verse
775,1.0,WARNING! This Movie Can Cause Harm To Vision,31 January 2019,68,176,"My Eyes! I couldn't even finish watching because of the awful animation. The way the characters moved was so unorthodox, it became disorienting and eventually painful, I had to leave theater. I was determined to finish the movie so I came back and just listened to it with my head down. Might be a good comic book but for me it was an unwatchable movie.",Spider-Man: Into the Spider-Verse
776,10.0,The best spider-man movie in years,13 January 2019,2,5,"The animation is wonderful, the action too and the story is simple and good done. Every character has some moment and peter and miles actually evolve during the story.",Spider-Man: Into the Spider-Verse
777,10.0,Spidey Sense Tingling,23 January 2019,2,4,"This movie does everything well. The characters are fleshed out and likeable, the jokes are hilarious, and the action is exciting. The animation during the final showdown is particularly impressive. What surprised me was the depth of emotion this movie evokes- some moments truly pulled at the heartstrings. For comic book/ animation fans, it's a must-see. Even if you're not a fan of those things, you'll still find humor and charm.",Spider-Man: Into the Spider-Verse
778,10.0,The best comic book movie ever made,14 February 2019,4,11,Probably the best animated film of all time as well.,Spider-Man: Into the Spider-Verse
779,2.0,Really? Cartoon,27 January 2019,12,36,"Cartoon, are you serious?? This was awful. Waste of time.",Spider-Man: Into the Spider-Verse
780,10.0,wow.,17 May 2020,1,2,"I watched this FINALLY after hearing some very positive feedback a month or two ago. I loved the movie as it was filmed with such a cool perspective helping to boost the character and indeed, this Spider-Verse. The storyline was dramatic, gripping, humorous, NEW, intelligent and overall just great. My only initial problem was as expected; going from real life pictures to animation was quite hard on the eyes BUT as time progressed they became accustomed towards it. I finished the movie in total awe and inspiration. Overall the movie had well thought out characters, an AMAZING soundtrack, superb visuals, an emotive storyline and was just all round fun to watch.",Spider-Man: Into the Spider-Verse
781,7.0,Great animation,26 April 2019,1,2,"Wonderful stylization with a ""family friendly"" story you'd expect from a 'toon. It is your typical BELIEVE IN YOURSELF trope we've seen many times over. But it is visually stellar!",Spider-Man: Into the Spider-Verse
782,,Cringeworthy Comedy,16 March 2020,2,6,One of the characters is a pig named Peter Porker. Really?,Spider-Man: Into the Spider-Verse
783,10.0,"Loved the art, loved the story",13 May 2019,1,2,"The whole thing was superb, from the art to the story. Refreshing and I think this is now my favourite Spiderman movie. Loved the positive message and the humor.",Spider-Man: Into the Spider-Verse
784,9.0,best animated movie of the last few years!,18 December 2018,8,14,"This movie has a great animation style and soundtrack, but don't let that distract you. The story is a great story about a young boy learning to become spiderman/find his identity. Stan Lee's cameo is really emotional and overall the whole movie is great. Don't overlook it just because its animated.",Spider-Man: Into the Spider-Verse
785,8.0,A whole new costume,25 February 2019,1,2,"This movie made a whole new universe if Spider-man. its awesome, fast and colorful.. This is what comics should be like.",Spider-Man: Into the Spider-Verse
786,8.0,Great,4 January 2019,1,2,"Great movie, good storyline and good animations..........",Spider-Man: Into the Spider-Verse
787,10.0,A great film,22 July 2020,1,3,"This is a treat of a movie. It is fun, it is exiting and it is beautifully colourful.

It is so efficient in every aspect. On the surface, it's a nice comic-book story, with a new Spiderman learning to deal with his powers, and at the same time taking over the mantle from the previous generation. Already a rich enough premise yet the movie keeps twisting it and turning it at every corner. Repeatedly the movie gleefully subverts expectations, and superhero tropes. And it works because, frankly it is well done, and because the movie is sufficiently self-aware that when it twists the story into something unrecognizable, it knows how to put it back. The subversion is not gratuitous; it is part of the narrative, and it leads to a satisfying ending.

Visually it is very bold. And I enjoyed the style very much. The movie tries this trick where at first it makes it a bit alien and bizarre, a bit jarring at times. But as the narrative goes forward, not only does it becomes more impressive and confident, and also more fluid. I enjoyed the visual style not only for being different but also because, just like the narrative, it stretches to the limits of the form until it comes back together.

Of course, the movie leans heavily on a very contemporaneous sensibility. In other words, it is very meta. It is rather explicit in the way it comments and references itself and its cultural place in the world. I enjoyed every minute of it, but it leaves to wonder how it will translate for future audiences. It is a minor nit-pick because the meta-text comes in addition to the action-adventure in my view.

Yet the movie does not pretend to be canonically accurate, or definitive. In a way, this movie is the perfect Spiderman for our time. It delivers both a Spiderman story and an anti-Spiderman story. It addresses the mythos of Spiderman. Who is Spiderman? And why is he worthy of interest? And it provides an answer. In a decade where comic book movies are ubiquitous, the movie goes beyond the established tropes and twists them, and that allows it to goes back to the original intent of these movies, which is joy, light fun, excitement, with a touch of gravitas that can reconcile varied audiences, young and old. The movie does that, not by being smart or technically proficient, but by being sincere and honest.

And that honesty is visible on screen. The movie is fully animated, but it does not feel fake or artificial. The impressive visuals and the innovative way the story is told is a celebration of Spiderman. It is an homage to the power of comic books. And it is a clever commentary on the film genre.

Personally I think this movie is the best film of the 2010s. It is the Lego Movie with an extra comic-book layer. It is Deadpool without the sarcasm. It is Logan without the pathos.",Spider-Man: Into the Spider-Verse
788,10.0,"Sumptuous, engaging and game-changing visual delight",28 December 2018,3,7,"This is certainly the best Animated Feature of 2018 and will be a shoe-in for the Best Animated Feature Oscar and is very much deserving of its Golden Globe nomination. The rendering of the animation is literally game-changing in this genre ... much as Toy Story wowed it's first audiences over 23 years ago. This is a true masterpiece in animated visual effects which makes you literally marvel that it's essentially a movie by SONY. Great story-telling and characterisation throughout. This movie has a pulsating visual and audio beat supplemented by a great urban sound-track. It's a deserving 10 out of 10. As a final tip, be sure to watch the credits to the end.",Spider-Man: Into the Spider-Verse
789,5.0,Not the greatest,29 July 2019,3,8,"I don't really understand what the fuss is all about. The film is good, maybe even great, but I would never exaggerate. It's not the greatest animated film, not by a long shot. There were some confusing parts especially when they introduce a new spidey. I feel a little nauseous because of too much color. I appreciate the style they chose and I think they did a great job. But the Marvel fans are just exaggerating.",Spider-Man: Into the Spider-Verse
790,10.0,The quintessential portrayal of what it means to be Spider-Man. Anybody can be Spider-Man.,12 May 2020,1,3,"2018 was the ""Spider-Year"" due to the arrival of two critically acclaimed media like this movie, the Marvel's Spider-man PS4 game and even the arrival of Avengers' Infinity War. It was the year were every normal and diehard fan of Spider-man was delighted with stories that not only respected the source material but modernised it not only in plot but also in style.

It's hard to point out the good things in this movie because it basically is a perfect picture for its genres. It's an incredible ground-breaking animated feature with jaw-dropping 2D/3D effects blend and a comic-pop art style that serves as basis of every little nuanced and subtle animation cue. It's an incredible story because, despit its whacky premise and supporting characters, it still tells a story that's relatable and well-realised. It's a faithful Spider-man story because while it make new choices regarding main protagonists and supporting characters that only comic book fans would know about, it still manages to tell a story about identity, about self-confidence, about acceptance and doing the right thing without being overwhelming.

The balance of tone, plot flow/pace, character arcs and action is so perfect that it leaves little to no room for mistakes. The quips land every time with a fresh and grounded comedic timing and jokes that never get tired because it's at the expense of the unbelievable scenarios presented. The city of New York is mesmerizingly well-realised and vibrant with an urban touch that matches the main character upbringing spectacularly well. No sequence is a waste, all of them serve a purpose to either the story or the character growth, from the school classes to the villain conversations. Going one by one would take an entire essay compiling from the very small details in the animation technique to the outstanding double entendres of many jokes and plot points.

However, it's worth mentioning that it is commendable not only the animation but the writting in this movie. Not only is the story self-aware and engaging but it's loyalty to not a single unique piece of source material but rather a mash-up of many different bits of the old and new Spider-man comics to create an entire new story that pays homage to past Spider-man movies and Tv shows as well as provide a very SPider-man-like story through another character that is based on a comic, is really honoring. The issues with recent Spider-man films were that despite how the core of the character and his world was well captured, the modifications to the characters and many of the quirks took the fans out of it and made them see through a different lense of ""acceptance"" but already seeing it as yet another interpretation of Spider-man. THis movie broke everything, it didn't give an interpretation it capture the most authentic Spider-man interpretation of not only Peter Parker's version but also the image there was of him as well as his failures while still introducing new characters in the most wholesome way. This movie pathed the legacy of Spider-man, it took aside its main character and the tired trope of seeing him learn from his uncle's death to see the same sort of message through a different character.

IN CONCLUSION, if your are a fan of animation here you'll find an outstanding stylised aesthetic worth analysing, if you are also a Spider-man fan you'll find new characters and a uniquely sefl-contained adaptation of a Spider-Man comic, all in all, a faithful-to-the-bone portrayal of what reading a Spider-man comic book feels like. As a diehard Spider-Man fan... You are in for a treat, a love letter from the writters, animators and comic book figures from Marvel that got involved in the project. This movie is not Sony doing Spider-man, is the creators, is Stan Lee, is everyone that ever cared for the old and the new Spider-man crafting a new, refreshing, aesthetically enhancing tale of a yet another kid like Spider-man that wants to follow his steps but also needs to find out who he is. Anybody can be Spider-man. And ""true believers"", here's a love letter for you.",Spider-Man: Into the Spider-Verse
791,10.0,The most beautiful movie I've ever saw,16 December 2018,9,16,"I've been waiting fot this movie since the first trailer came out. I've got fascinated by the animation style completely. Then I read the ""SpiderVerse"" conmic, I quite liked it. But the ""Spider-man: into the Spider-Verse"" appears to be so much better than I expected! First, the visual part. I've never seen this before. Some can say that it is a little shaper than we used to. But yhe colors and effects are so beyond the ordinary style, I was literally in love with it. Some scenes are reminded me about some abstract art paintings! I'm waiting now for the Documentary about the animation process in this piece. As for the plot, it's simple, yet effective. All the characters are likable and sympathetic. I fell in love with Mails, he's the perfect main character. To summarize, I highly recommend this movie to literally everyone. It's beautiful and fresh in the superhero-movie industry. My 10/10.",Spider-Man: Into the Spider-Verse
792,8.0,Characters' portrayals were amazing,20 March 2021,1,3,"Into the spider-verse's comic book inspired art style, fantastic world building and other well crafted aspects all compliment each other to make a more than awesome spiderman movie. Characters' portrayals were amazing. Everyone's actions and motivations are relatable and understandable as well. The audience is able to connect with any character better than most movies I've seen. On an overall scale, it's no surprise why Spider-Man: Into The Spider-Verse is considered to be one of the best superhero films ever. It's jaw-dropping feat in terms of animation and storytelling and it has charm, humor and energy that will appeal to all ages. Not to be missed!",Spider-Man: Into the Spider-Verse
793,10.0,Definitely the best Spiderman movie,1 January 2019,3,5,The art was amazing. The movie was funny. The story was fantastic. There was a ton of amazing action. And there was a Stan Lee cameo,Spider-Man: Into the Spider-Verse
794,9.0,Masterpiece!,24 October 2021,1,4,"This is, hands down, the greatest animated movie ever made, the best Spiderman movie ever made and one of the best, if not the best, Marvel movies ever made. First off, the animation is fantastic. At first, I didnt like it because it looked too choppy and disorienting. That was before i realized what their goal with the animation was: to make a comic book come to life, and it is AWESOME. I loved how there would be words following the sound effects like BOOM, PAW or SNAP; that was awesome. Lets talk performances. Shameik Moore gave the performance of his career as Miles Morales; he was extremely funny and likeable, and his voice was so fitting for a character like Miles. Jake Johnson as Peter Parker was equally as fantastic; he was extremely funny and charismatic, and he gave a new approach to the iconic character, which i thought was great. Everyone else (hailee steinfeld, mahershala ali, nicholas cage, etc) did a fantastic job in their roles. The action was very well-done; it was fast-paced, satisfying to watch and waa just fun. Also, the soundtrack was fantastic, and not just the soundtrack with sunflower, whats up danger and all the other great songs, but the score was great too. There waa not a single dull moment in this movie. I cant find anything to criticize. This film gets an ""A+"".",Spider-Man: Into the Spider-Verse
795,10.0,BEST CARTOON MOVIE EVER,26 December 2018,4,8,"I was expecting it to be a 7 maybe an 8 out of 10 film based on the trailer but no this IS THE BEST MOVIE THAT I HAVE EVER SEEN, from the animation to the storyline this film beats Infinity War by a milestone !",Spider-Man: Into the Spider-Verse
796,9.0,Amazing Spider-Man Movie,3 January 2019,3,5,"I took my kids to see this opening weekend and we finally were able to ring Mom to see it with us. We all enjoyed it so much. The film has not a single character that was not lovable or understandable. Kingpin, whom I have no other knowledge of his back story atleast in this version was a remarkable villain. Miles Morales is my favorite Spider-Person. This my be for me a ""perfect movie"", every scene counts for something, the cast was exceptional, the music fantastic and of course the animation style. I cannot wait to own this as it may well be the best Spider-Man movie ever.

Did I say Miles Morales is one of my new fictional hero?

Also, the way they managed to take what could have been a confusing concept and make it not only plausable but an excellent plot device was credit to the writers.",Spider-Man: Into the Spider-Verse
797,10.0,This is how a cartoon movie is done!,25 February 2019,3,5,"I wasn't too keen in watching this from the preview photos but i decided to watchit with the kids, wow surprised how good this film was!! Never has my nine year old boys sat through a two hour film in one sitting before. So we'll written and animated, well deserved the Oscar last night. Congratulations to all involved 👍🏾",Spider-Man: Into the Spider-Verse
798,9.0,Beautiful,1 March 2019,2,4,"I know this is a little late but if your like me and didn't see this in theaters because it didn't interest you that much then you should read this. I'm a huge marvel fanatic, but when I heard they were making and animated Spider-Man my first thought was why? There is already 6 Spider-Man movies they don't need to make another spin-off. I was surprised by the great reviews and when it won an Oscar I finally realized I need to see this myself. I watched it and it was literally one of the best movies I have ever seen. It's beautifully done and one of a kind. It barely had any flaws and truly deserves it's Oscar. Everything about it was great and I regret not seeing this sooner. It will be hard to top in sequels but I'm sure the team behind this movie can pull it off.",Spider-Man: Into the Spider-Verse
799,7.0,its so over rated OMG people whats wrong with you !!!!!!!!!,23 February 2019,5,12,Its good movie but not great COMON ! nothing so special its a normal movie i dont why people so overrated this,Spider-Man: Into the Spider-Verse
800,10.0,Wow,14 July 2019,1,2,Cutting edge. Visually perfect. Hilarious. Perfectly cast. This is one of the best things I have ever seen. Ever. Incredible. Perfect.,Spider-Man: Into the Spider-Verse
801,10.0,One of THE best animated films of all time!!!,12 December 2018,12,33,"It has amazing animation, amazing characters, great twists and is a film worthy of any praise it deserves. It is truly THE best Spider-Man film so far and I am really excited for the sequel.",Spider-Man: Into the Spider-Verse
802,10.0,This is Spider-Man,16 October 2020,1,2,This is the best Marvel/Spider-Man movie to date. Full package!,Spider-Man: Into the Spider-Verse
803,10.0,More of this,26 December 2018,5,9,"Was a very fun movie, loved all the characters (nostalgia kicking in since I've read the comics including Spider-Ham). If this style stays intact without corporate interference then I'm 100% on board seeing movies of each Spider hero and more.

Good job~",Spider-Man: Into the Spider-Verse
804,9.0,Freakin Awesome!,20 February 2019,2,5,"Spider-Man Into The Spider-Verse - With a great story, cast, and great animation, ""Spider-Man Into The Spider-Verse"" goes above and beyond with everything, making it look straight out of a comic book. One of the best animated movies ever.",Spider-Man: Into the Spider-Verse
805,9.0,WOW,11 August 2020,1,3,"This movie is amazing, truly worthy of spider man. One of most creative and well-written super hero movies ever and a must see. Entertaining from start to finish. In short: Brilliant, WOW just WOW",Spider-Man: Into the Spider-Verse
806,8.0,I'm impressed,6 January 2019,1,2,"I waited a few weeks to see this movie. I heard a lot of positive reviews but I didn't want to spend money for the theater if it wasn't worth it. It was better than I expected. As most of the other viewers have said, the animation and artwork are excellent. Great soundtrack too. I could go on and on. I liked it a lot.",Spider-Man: Into the Spider-Verse
807,8.0,The way comic book animation should be done,27 December 2018,5,8,Wow. It was spectacular. Comedy was impressive and highly enjoyable. 10/10 recommend,Spider-Man: Into the Spider-Verse
808,9.0,Sony is back in the League with MCU and DCEU,16 December 2018,3,8,"Spiderman is the perfect mixture of drama, action, thriller and comedy. Movie Direction as well as the Animation was up to the mark. The dub as well as the artists were super cool. The movie is so far the best animation movie ever made. And the 3D element was icing to the cake.

I loved the comic-book strip element.",Spider-Man: Into the Spider-Verse
809,10.0,MUST WATCH,11 June 2021,1,2,"Spider verse is probably my all-time favourite movie. The animation, the story and everything is just so well done.",Spider-Man: Into the Spider-Verse
810,9.0,Surprisingly amazing,8 January 2019,2,5,"I am not a marvel fan or any superhero fan for that matter, so my expectations are low with these movies. This one, however, was a GOOD movie. Throughout the film, there was humor, development of characters, and good morale. This new style of animation took some time for me to get used to, but ended up being fun to watch. The look of it seemed fresh and fit the comic-style of the movie. Of course, although this had no bearing on my rating, the Stan Lee cameo was very emotional for many, but I think he would be proud for this to be the last movie he performed in.",Spider-Man: Into the Spider-Verse
811,9.0,A real comic book movie!,14 December 2018,10,23,"I'll start by saying that I didn't have high expectations watching this movie but it was so much better than I thought it would be. I was entertained from the first minute to the last. They did a real good job and I chose to write my first review because of it.

The only problem I had with the movie was at times it would look blurry or the picture wouldn't look great but I was watching in 2D and think 3D may be better. I never watch movies in 3D but I was thinking of watching this one again in 3D just for the graphics. I believe it's a must watch, especially if you like Spider-Man and the comics.",Spider-Man: Into the Spider-Verse
812,8.0,"Maaayyybe a tad overrated, but still pretty great",10 June 2019,1,2,"I think it can be a bit fast at times and the basic character arc and message isn't really something new. But other than that I found it to be pretty exciting, emotional and funny. And oooh boy the biggest selling point is by far the animation. Not only is it a kind of style I have never seen before, in terms of colors and shot composition it absolutely nails it and is extremely beautiful to look at. So in my opinion it might be a liiittle overhyped, but it's still pretty great.",Spider-Man: Into the Spider-Verse
813,10.0,Awesome,5 September 2019,1,1,Loved It. I enjoyed watching this movie with my daughter. Great film.,Spider-Man: Into the Spider-Verse
814,10.0,This Movie was trash !!!,15 December 2018,4,9,"Nah, just kidding !! Awesome flick for the Spiderman franchise. The best superhero animation of 2018 hands down. C'mon, this movie plays Biggie smalls as a scene score...that's dope Son. Rewatch 100x

I like the pace of the film, and how each character was introduced. A Funny tear jerker, that added the element of family, friendship and acceptance. I wish it was 2hrs long, this movie needs a sequel !!! Make it happen....you will not be disappointed, trust all of the reviews on this",Spider-Man: Into the Spider-Verse
815,10.0,Fantastic for adults and kids alike,24 February 2019,3,7,"It's nothing like the previous Marvel shows. For me, the vibrant colours and creativity in this film is just out of this world, and now I'm thinking you know what? They should really start making all their Marvel shows this way. The soundtrack is brilliant. I'm not really a big hiphop fan but the music is just so cool and match the scenes so well. Big plus for me is that I can watch this with my kids comfortably knowing there aren't any too intimate scenes - and my kids love it too. Very fast-paced movie. Keeps you on your toes. Not excessively gory or violent either. Well done!",Spider-Man: Into the Spider-Verse
816,9.0,Beautiful visuals,19 December 2018,5,9,Beautifully animated film which tells an interesting story of a young bi-racial teen. Refreshing revisit to Spiderman. Definitely a must watch.,Spider-Man: Into the Spider-Verse
817,10.0,allow me to 11/10,23 February 2019,4,8,"The story is sooooo messed up (in a good way), i like how it's different from other animated movies, perfect i love iiiiit 😍",Spider-Man: Into the Spider-Verse
818,9.0,A very special film,5 January 2019,1,2,"It's been years since a movie seemed interesting enough to convince me to see it in theaters but I am glad this one did. This is what the world needs more of from filmmakers. Everything about it had a fresh and unique take on what has become the most boring genre of movies: the superhero origin story. Obviously the visuals were quite original with the comic-book-meets-CGI animation but they weren't distracting and fit the flow of the story quite well. A beautifully written script went hand-in-hand with the characters and their personalities producing some great laughs and moments that pulled at you. What truly amazed me in this movie was how it all fit together so well. I was never taken out of the movie's world. Never heard an off-beat line or awkward joke that made you cringe and never wondered how much longer I had to sit there. If you are a fan of well crafted films that carry you from beginning to end without a bump, you'll enjoy this movie. Even if you don't care for comic books and super hero's, this one just might make you.",Spider-Man: Into the Spider-Verse
819,8.0,One line,15 December 2018,1,7,A comic book come to life. This film is a blast from beginning to end that tears the tropes of an origin story apart and glues it back together again with lord/ miller's witty writing.,Spider-Man: Into the Spider-Verse
